,0,1,10,100,101,102,103,104,105,106,107,108,109,11,110,111,112,113,114,115,116,117,118,119,12,120,121,122,123,124,125,126,127,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99
n000031,0.003499337,0.064253627,0.01475196,0.061349558,0.070563031,0.025940446,-0.061832399,-0.046278274,-0.005888241,-0.051147985,-0.073320237,0.083205733,0.023680308,-0.085482419,0.074598353,-0.064802439,-0.026522786,0.04692028,-0.024047196,0.054220417,-0.014544719,0.002688583,-0.106187233,0.012491495,0.039983249,0.095225198,-0.082791584,0.031802672,-0.02536801,-0.043235042,0.014022385,0.026231404,0.053821969,0.150607017,0.167747786,0.064758462,0.028339341,0.028373684,0.05731196,-0.091889446,0.025629235,-0.000658333,0.235691386,0.045394002,-0.066877006,0.003321567,0.039889114,0.06188697,0.070542362,0.10202462,0.071891712,-0.155572554,-0.014874392,-0.03237193,0.028826436,-0.031507389,0.096025111,0.082074648,0.042845612,-0.062806221,0.099991167,0.069517226,0.064243776,-0.083844869,0.042418725,0.013054644,0.016398178,-0.037036553,0.147734403,0.011167891,0.085521771,-0.021306032,-0.044600322,0.05676735,0.043053359,0.083151863,-0.015391759,-0.001410917,-0.06557188,0.011189511,0.067752022,0.012883984,-0.027923478,0.069759126,-0.086021932,-0.031371576,0.009479304,-0.000201913,0.055203055,-0.00503233,-0.044309587,-0.023365504,0.12264311,0.060140873,0.097166346,-0.079788807,0.063211842,0.011708549,-0.031901332,-0.127385714,0.014164823,0.023137305,-0.097357936,-0.021558357,-0.007536781,-0.022957914,-0.07474444,0.210835894,0.073193952,0.03076859,0.079983355,0.000859469,-0.030843055,-0.0192176,-0.033898926,-0.071726373,0.106410428,0.056298461,0.011993117,0.03576268,-0.057422623,0.082119204,-0.026916413,-0.014241016,-0.064157828,0.090066665,0.018838336,-0.018118738
n000052,0.049111636,0.006339492,0.036783474,-0.022912742,0.050574149,0.034435472,-0.048468557,-0.052804583,0.018020874,-0.044322278,-0.027117124,0.158135682,-0.096757958,-0.120891272,0.038646526,0.025653568,-0.010717147,0.011113202,0.073357402,-0.008006478,-0.008166391,-0.041322142,-0.015696071,0.065793331,0.06824139,0.079566939,-0.119701564,0.018863073,0.062150552,0.036354273,-0.048193438,0.067147409,0.013538926,0.129350748,0.251326719,0.074938162,0.076871438,0.023295186,0.06493406,-0.066293118,0.043357976,-0.007431079,0.149895081,0.118066759,-0.079512888,0.037062378,0.02463772,0.069991072,0.015567283,0.090934952,-0.045034314,-0.128301077,0.030675935,-0.003952594,0.023463793,0.020878,0.053676692,0.078724229,-0.003488202,-0.016728845,0.051718636,0.003137711,0.056904059,-0.047473971,-0.001363324,0.002663861,0.072740395,-0.101143599,0.132127119,0.010797741,0.064063898,-0.127210256,-0.054112231,0.081602458,0.01689426,-0.006312322,-0.038311698,-0.037357972,-0.108048913,0.00617676,0.015958085,0.056063094,0.035419157,0.058954658,-0.053004181,-0.078992465,0.00184981,-0.011568448,-0.002662274,0.073959602,0.057430052,-0.063923561,0.111532493,0.001368375,0.082680098,0.033576334,0.008368924,0.015399158,-0.037964965,-0.130329872,-0.006558682,-0.053408789,-0.048308684,-0.029921694,0.00921492,-0.005681528,-0.184348775,0.116485533,-0.061491447,-0.023346647,-0.04105261,-0.043105864,-0.049283217,-0.011134267,-0.059196496,-0.072536932,0.107911543,0.056686528,0.082233349,0.043419876,-0.126126694,0.043535623,0.014071331,0.061168966,-0.024126145,0.11843626,-0.029327278,-0.01372418
n000060,-0.022573171,0.011924942,0.028517841,-0.012478284,-0.060458081,-0.030455786,-0.068884668,-0.022485119,0.092781344,0.009509824,-0.102499382,-0.001985221,0.001653778,-0.022366467,-0.060872394,-0.051945294,0.104832642,-0.035645187,0.01130006,-0.01869683,-0.010376085,-0.033128593,0.056603332,0.057003878,0.049384451,0.07387626,-0.13325986,0.068777127,0.0042872,-0.000529833,0.02812588,0.017329631,0.028280886,0.147973341,0.0740649,0.096236625,0.088090754,0.029919577,0.12595911,-0.004009614,-0.149160679,-0.049624346,0.060408156,0.128345932,-0.116259446,-0.02134455,0.058955149,0.067200162,-0.038174268,0.002490314,0.033296714,-0.06656744,0.041020712,0.088065793,0.141747725,-0.052663473,0.049091012,0.144282085,0.06529427,0.013352281,0.059575286,-0.006559929,0.030694606,-0.098387702,0.023352464,0.013714972,-0.022161314,-0.063148862,0.093477477,0.07181866,0.025545006,-0.071056381,-0.034959949,0.061598555,-0.081755009,-0.042934465,0.072945686,0.000234522,-0.087210362,0.060309677,0.048321657,0.020405086,-0.045859398,0.066298898,-0.129021243,-0.104562653,0.039371443,0.09921417,-0.135290837,0.118505921,0.073580037,-0.051163093,0.100421125,-0.028321942,0.030915306,-0.102294116,0.005897933,-0.044689845,-0.087389243,-0.106353951,0.012477619,0.025437614,-0.011108514,-0.083551397,-0.067520714,-0.103794011,-0.046400271,0.033783972,0.014972866,-0.098741542,-0.013118444,-0.073894436,0.055067459,-0.0913109,-0.081081022,-0.046332533,0.051599177,0.029400804,0.04227066,-0.00656324,-0.035733297,0.082260519,0.131531839,0.072923462,-0.060637055,0.137610356,-0.012277873,0.041416306
n000061,-0.086826917,0.024623315,0.03978762,0.005645837,-0.047726107,0.005450371,-0.146137437,-0.063876742,0.134330092,0.052484139,-0.125554804,0.028851739,-0.018728006,-0.029112558,-0.030134827,-0.026135215,0.016828661,-0.071633874,0.101141275,0.029196813,-0.040132949,0.022801137,0.065743531,0.064978019,-0.025382683,0.039560956,-0.112296764,-0.05960179,-0.015721459,-0.026547246,0.141172004,0.023023671,0.046924974,0.055168394,0.032867856,0.020404101,-0.010032658,0.083718629,0.032612399,-0.084518473,-0.016660614,0.09981222,-0.078566727,0.004852621,0.054604667,0.131887716,-0.075325706,-0.066133997,-0.067444521,0.031930455,0.036876757,0.062761627,0.193467475,-0.028712682,0.028202801,-0.074335387,0.082294053,0.119750855,-0.104278476,-0.068495362,-0.053061608,-0.073481051,0.030946795,0.024088366,0.050562866,0.007884797,0.094778172,-0.003838665,-0.082127091,0.02857365,-0.014464418,-0.014716227,-0.148077939,0.110383348,-0.086000022,-0.088190645,0.095130245,-0.126330391,-0.009553155,0.144541674,-0.102306539,0.14994709,0.007113796,-0.049068288,-0.016055353,-0.115996891,0.038463556,0.112170809,-0.098263294,0.139960746,0.12629915,-0.018244893,-0.047817438,-0.107701364,0.087292899,-0.089542521,0.054901725,0.063676635,-0.014695662,-0.157723536,-0.0314528,0.007718254,-0.037153796,-0.03856974,-0.074152331,-0.054891388,0.084498729,-0.051957963,0.046822346,-0.043959273,-0.037693497,-0.080026951,0.003594074,-0.013773454,-0.044240926,-0.063732949,0.003349945,-0.025986283,0.034647665,-0.025507712,-0.030624595,-0.055743428,0.106175282,0.043466254,-0.081440454,0.054074403,-0.02921757,0.100357684
n000062,0.032244793,0.032164497,0.055140659,0.000393665,0.119885861,0.064816373,-0.043082007,-0.027734562,-0.010205506,0.018971997,0.088622883,0.024799509,-0.08051216,-0.086463413,0.060417616,-0.115977772,-0.120190517,-0.072560253,0.065387366,0.005223148,-0.070329205,-0.071425926,0.011785532,-0.086569568,0.033272595,0.066561804,-0.114013168,0.01541633,0.004654554,0.147499103,-0.012314605,0.093382856,0.037726694,0.107627221,0.137164995,-0.007372539,-0.021684986,0.017837525,0.093029046,-0.140167811,0.049566687,0.01545439,0.107282067,-0.053240106,-0.173958536,0.026208518,0.113760111,0.009076962,-0.008470847,0.039779563,0.054435269,-0.080840615,-0.081469283,0.021326947,0.009673754,-0.031431915,0.097452695,-0.011510098,0.006348291,-0.006462247,0.140293382,-0.020550989,-0.043727675,-0.027808421,-0.034270174,0.006458084,0.064994255,-0.039211876,0.160278556,0.009946931,-0.056431816,-0.160376956,-0.206731713,0.020061024,0.012868361,0.064823101,0.014638266,0.041086144,-0.058838389,0.027984289,0.021430802,0.003572065,-0.031734368,0.050240057,0.020437567,0.040565439,-0.061005395,0.001307238,0.087005832,0.064689447,0.076675221,-0.007480321,0.082800957,0.098319752,-0.00453897,-0.024757378,0.050507272,-0.066591055,-0.008028326,-0.151468929,-0.002592449,0.004696674,-0.109051869,-0.095709094,-0.016785954,0.008625926,-0.152875951,0.04946018,-0.016913002,0.005929256,-0.008343398,-0.060527884,-0.01969003,0.046596761,-0.108105019,-0.066427767,0.064808048,0.047692669,0.016126978,-0.012704187,-0.058914345,0.021909831,-0.116746248,-0.010592306,0.027078365,0.019688506,0.076411724,0.013714594
n000067,0.100941309,-0.146516232,0.04550085,-0.006785408,-0.030004552,-0.006070861,-0.025390286,0.117003691,0.016194092,-0.012452624,0.152629369,-0.060933438,0.02763523,0.122815287,-0.088036499,0.010097091,0.021464094,-0.0208046,0.020234139,-0.013797229,0.117108967,0.018785527,-0.008531173,0.101699748,0.009915771,-0.005954596,0.051811636,0.061208913,0.086609378,0.040922699,-0.035126241,0.071936974,0.032936523,-0.134790823,-0.027961016,0.037363682,-0.101414857,0.006229179,-0.076337226,0.144743874,-0.015113231,0.075060712,-0.005176826,0.059807112,-0.047620471,-0.057288134,-0.026235878,-0.046289,-0.104148098,-0.096391467,-0.027805553,0.055815868,-0.092106203,0.050464589,-0.048620149,0.109245052,-0.042367443,0.012805578,-0.038028336,-0.099388392,-0.042500934,-0.018529489,0.106930239,0.095492976,-0.055920971,0.00569684,0.029479609,-0.123538318,-0.053736726,0.033861501,-0.017506695,-0.013955693,0.171452607,0.068239708,0.021166566,-0.104275401,-0.160359357,0.082240859,0.069882481,-0.082285674,-0.020102561,-0.061574286,-0.076569461,0.141409521,0.050863902,0.029758096,-0.016806714,0.025885656,-0.014784119,0.074885932,-0.141757655,-0.064494061,-0.012454224,0.023950249,0.050756236,0.075061383,-0.024676616,0.086830424,0.040912267,0.066819397,-0.070975915,-0.000754921,0.06497973,0.04844589,-0.043723334,0.026614531,-0.072783437,0.025944042,-0.077072514,0.002124905,0.021070192,-0.07666067,0.105551227,0.076493525,0.03502175,-0.042891926,0.039031724,-0.072467508,0.101347847,-0.040268018,-0.165376816,0.011538293,-0.089987257,0.014690673,-0.036017986,-0.039787971,-0.031196002,0.024845012
n000099,-0.018972371,-0.153666958,-0.089532748,-0.015135313,-0.07574227,-0.058307628,-0.115829459,0.053710607,0.075115192,-0.042277868,0.159434153,-0.146381136,0.079013967,0.08232882,-0.046470964,-0.067626956,-0.044003445,-0.053781548,-0.019880815,0.065335088,0.070927855,0.098053096,-0.069345529,0.083548425,0.001815596,-0.022433851,0.019256611,0.039824694,0.026637369,-0.073947074,0.019083012,-0.023209533,0.027775423,-0.123803292,-0.005237101,-0.01478248,-0.213090183,-0.11542651,-0.012278867,0.103924226,0.024613735,0.080064271,-0.059808052,-0.019320811,-0.070644524,-0.015394553,-0.012751108,-0.079174348,-0.081049406,-0.094997078,-0.046435811,-0.029672943,-0.006445804,-0.072689743,-0.089007784,0.03916712,0.020920282,0.049447159,-0.029849898,-0.16703759,-0.02783959,-0.064470159,0.094432458,0.147835922,-0.087471431,0.091136963,0.042522258,-0.025666504,-0.010676422,0.05476945,0.01928532,-0.001824888,0.108181017,0.053581459,-0.125789915,-0.193799455,-0.055191383,0.055479673,0.131547674,-0.047400359,-0.103091371,-0.000335692,-0.11898193,0.060544122,0.037811181,0.081639316,0.06856256,0.02278259,0.048865337,0.077719485,-0.06523738,-0.057926959,-0.028283876,0.053002522,-0.077274737,0.085975778,-0.030199694,0.099613869,0.010390985,-0.00259252,-0.005353916,0.080485268,0.04298482,0.047541565,0.062353309,0.076194737,-0.059594229,0.031222959,-0.094483691,0.023951062,0.109587096,-0.109963435,0.081195707,0.089863418,0.124417101,-0.01144807,0.018635144,-0.111376186,0.116505594,-0.000967237,-0.069705139,0.011299399,-0.163035339,0.028114516,-0.019103877,-0.017655952,-0.027488227,0.022805891
n000118,-0.012569447,-0.027288595,0.020994067,0.061590413,-0.026591967,0.062847331,0.001360185,0.065514974,0.073144971,-0.064169534,0.162565575,-0.004904728,-0.047526152,0.003855323,-0.044081385,0.020747403,-0.01941327,0.024963088,-0.044303392,0.097927291,0.084301778,0.122366307,-0.015068134,0.082130688,0.094262754,-0.062923146,-0.028326906,-0.067046958,0.035758935,-0.171274277,0.057540529,-0.090393155,0.034382239,0.026652638,-0.083181648,0.019769223,-0.13653832,0.101635102,-0.121628222,0.092008336,-0.00359672,0.16158744,-0.148241348,0.051467126,0.05200084,0.0016442,-0.125925933,-0.086112253,-0.018823015,0.010931638,0.061766519,-0.018503927,-0.079720913,-0.050786632,-0.062331996,0.032476392,-0.025807789,-0.000358238,-0.114550318,-0.054895915,-0.072235276,-0.049019851,0.070928888,0.008377807,-0.036090949,0.085522952,0.08477623,-0.061763602,-0.076834874,0.049144957,0.049613584,-0.030556445,0.086174041,0.00230521,-0.053216774,-0.136335322,-0.110484777,0.039490427,0.047175877,0.004251692,-0.01102321,0.061948698,0.019715349,-0.018141463,0.051803253,0.055879636,0.086343271,0.062089882,0.088334982,-0.013266747,0.01073948,-0.098777609,-0.032024627,-0.018809343,-0.005414678,0.008984002,-0.001781768,0.072867292,0.058741458,-0.021354796,-0.008288799,0.018484683,0.039110836,0.012344615,0.021792069,-0.037244626,-0.057403662,0.032858414,-0.058563066,-0.026557257,0.025756851,-0.143663374,0.166417345,0.004120748,0.026971979,0.034661483,0.022501914,-0.036475631,0.088947299,-0.074863962,-0.044553122,-0.099622814,-0.076803011,-0.026946747,-0.16783939,0.107968289,0.019357542,0.014245385
n000123,-0.018896651,0.009715307,0.118950399,0.005434797,-0.008836689,-0.0120585,-0.032826321,-0.03436571,0.084643792,0.012722962,-0.135762889,0.102934999,-0.150964254,-0.064526662,-0.026281751,0.082375441,0.006204989,0.0078614,0.126716404,0.018395132,-0.021118612,-0.014646738,0.101406401,0.078446715,0.065604071,0.049839588,-0.154818111,-0.066035173,0.036545701,0.033941655,0.061235888,0.030558718,0.074118733,0.084264605,0.097579449,-0.02744801,0.037358161,0.023853666,-0.004089952,-0.074900602,-0.014761127,0.045765381,-0.04270612,0.039557515,0.074233746,0.054691383,-0.034605063,0.063300241,-0.017783819,0.075487775,-0.030711549,-0.03165013,0.148900337,-0.048179937,0.062249354,-0.006020703,-0.024656123,0.063566092,-0.050699524,0.089353727,-0.03860661,0.010549335,-0.050830392,-0.004776792,-0.004082563,-0.115046893,0.074366648,-0.051236189,-0.16346329,-0.06653935,0.013434793,0.002653479,-0.108705649,0.10345853,-0.046689495,0.011433556,0.016077036,-0.06075852,-0.065956993,0.108525058,-0.068573624,0.126941388,0.001762738,-0.076815204,-0.004169478,-0.174685906,-0.071634597,0.104239731,-0.086201838,0.037042087,0.147891528,0.036270836,0.032491202,-0.0747031,0.055047491,0.064045917,0.002424498,-0.000332346,-0.050724429,-0.095465924,0.04255169,-0.071146634,-0.012256269,-0.039012907,-0.019994087,0.008262838,0.072861679,-0.076046455,-0.061203391,0.02553846,-0.081507612,-0.016419381,-0.040806736,0.047908131,-0.02310584,0.038671873,-0.008223354,0.054926313,0.012988674,-0.086415496,0.005388236,0.003351542,0.074648434,-0.036630878,-0.065488181,0.00693977,-0.014011607,0.056573747
